Wood No	x	y	z	Site Code	Area Code	Grid E	Grid N	Same as	Context	Layer etc	Context notes	Sampled for ID	Ring Count	Taxa	Taxa notes	Growing in situ?	Wood type	Notes on wood type	Coppicing evidence	Coppicing notes	Tool marks	Tool marks on ends	Tool marks on other faces	Tool marks notes	Bark alone?	Damage	Damage notes	Bark / Sapwood / Heartwood	Preservation Code	Woodworking evidence	Woodwork type	Woodchip	WC Type	Woodworking notes	Split	Hewn	Trimmed	Beavered	Hole	Snapped	Torn	Split type	Charred	Lightly	Charring notes	Wear evidence	Wear notes	Function?	FunctionDesc	FunctionAssign	Function notes	Length (mm)	Max breadth	Min breadth	Max thickness	Min thickness	Diameter distorted	Long axis	Short axis	Dia (not distorted)	Original dia	Nature of association	Associated wood	Associated items	Entered by	Date entered
109394	502817.73789	480999.91002	23.25488	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	Modern	Fragmented	SH	3	Y	SP	0		Split? And / or distortion from compression? Pith present. One face TAN split away.	1	0	0	0	0	0	0	Tan over 1/2	N			N		N				165	50		21		N								MT	050614
109395	502817.61352	481000.18439	23.2654	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	3	Y	SP	0		Through centre of roundwood, pith present	1	0	0	0	0	0	0	Tan	N			N		N				165	56		10		N				>60				MT	050614
109396	502816.44126	480999.23883	23.29816	SC14	TR34	15	6		319		Detrital Wood Scatter	N				N	DEB		N		Y			Poss tool mark	N	None		SH	4	Y	SP TO TR	0		one surface torn and smooth. One end trimmed and torn	1	0	1	0	0	0	1	Tan	N			N		N				345	75		22		N								MT	040614
109397	502816.32157	480999.18533	23.28712	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		BS	3	Y	SP TO	0		Knot and 'tail' torn	1	0	0	0	0	0	1	Tan	N			N		N				166	62		58		N								MT	040614
109398	502816.63624	480999.23109	23.33261	SC14	TR34	15	6		319		Detrital Wood Scatter	Y - C		Salix/Populus (s)	AR COP	N	RW		Y	Coppice heel? Curved stem	N				N	None		BSH	3	Y	TO	0		Heel torn?	0	0	0	0	0	0	1		N			N		Y	Torn coppice heel?			175					Y	20	14						MT	040614
109399	502817.30081	480999.50529	23.26274	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	3	Y	SP TO	0		Lower face rough and torn	1	0	0	0	0	0	1	Tan	N			N		N				280	67		28		N								MT	040614
109400	502817.23027	480999.61458	23.27509	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	3	Y	SP PS TO GS	0		Parallel sided. Grooved. Roughly torn on underside	1	0	0	0	0	0	1	Tan	N			N		N				330	65		20		N								MT	040614
109457	502815.06763	480998.64518	23.15643	SC14	TR34	O	9		319		Detrital Wood Scatter	N				N	DEB		N		N				N	Modern	Vertical compression kinks	H	3	Y	SP	0		Vertical, very strange bit of bendy wood. Originally throught it was antler. Has some nice parallel ridges that seem less compressed than usual	1	0	0	0	0	0	0	Tan	N			N		N				125	39		8		N								MB	090614
109551	502809.67674	481001.66111	23.38605	SC14	TR34				312	1	Platform West - Plan 81	Y				N	DEB		N		N				N	None		SH	3	Y	SP	0		Rounded ends	1	0	0	0	0	0	0	Tan	N			N		N				103	30		10		N								MT	120614
109552	502809.28048	481001.3111	23.36065	SC14	TR34				317		Platform West - Plan 81	Y				N	RW		N		N				N	Modern	Degraded	SH	2	N		0			0	0	0	0	0	0	0		N			N		N				690					Y	90	40						MT	
109553	502808.79125	481002.03317	23.42908	SC14	TR34				312		Platform West - Plan 81	Y				N	DEB		N		N				N	None		SH	2	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				326	62	35	5		N								MT	120614
109554	502809.82497	481002.86427	23.43249	SC14	TR34				312	1	Platform West - Plan 81	Y - CC	15-20	Salix/Populus (p)	AR Plan Level 1 15-20 yrs	N	TIM	Side branches	N		N				N	None		SH	3	Y	SP	0		Split side up so could possibly be degraded into this shape, but seems unlikley	1	0	0	0	0	0	0	Rad 1/2	N			N		N				1825	115		50		N								MT	120614
109555	502810.48887	481002.99566	23.47874	SC14	TR34				312		Platform West - Plan 81	Y				N	DEB		N		N				N	None		SH	3	Y	SP PS	0		Parallel sided. Rounded end	1	0	0	0	0	0	0	Tan	N			N		N				235	50	40	3		N								MT	120614
109556	#N/A	#N/A	#N/A	SC14	TR34				312	1	Platform West - Plan 81	Y				N	TIM - TREE	Knots. Top of tree (distal to west)	N		N				N	Ancient	Tear running from half way along length to top making the end pointed	SH	3	Y?	SP? TO?	0		See damage - probably a natural tear	1	0	0	0	0	0	1	Tan	N			N		N				1910	105		24	14	N								MT	120614
109557	502823.34068	480993.7211	23.22857	SC14	TR34	U	2		317		Detrital Wood Scatter - Plan 83	Y				N	TIM - TREE		N		N				N	Modern	Fragmented on lifting	SH	4	Y	SP TO TR	0		One end, Tan SP fading out 750mm from end. Other end poss TR	1	0	1	0	0	0	1	Tan	N			N		N	C14 sampled - Plan 80 bag			2370					Y	130	60						MB	110614
109558	502821.4657	480993.5005	23.11623	SC14	TR34				317		Detrital Wood Scatter - Plan 83	Y				N	TIM		N		N				N	Modern	Partially truncated by drainage channel. Truncated to N by SC13	H	4	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N	C14 sampled - Plan 80 bag			940	109		54		N					Other end excavated SC13			MB	110614
109559	502823.87241	480993.7524	23.25623	SC14	TR34	U	2		317		Detrital Wood Scatter - Plan 83	Y - C		cf Salix/Populus sp.	Dana Challinor	N	TIMDEB		N		N				N	Modern	Ends degraded. Heavily compressed	SH	3	Y	SP	0			1	0	0	0	0	0	0	Rad 1/3	N			N		N	C14 sampled - Plan 80 bag			415	82		22		N								MB	110614
109560	502809.61157	481000.37338	23.26943	SC14	TR34				317		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	4	Y	SP PS	0		Parallel sided. 1 edge stepped, 1 edge chamfered	1	0	0	0	0	0	0	Tan	N			N		N				286	70	48	13		N								MT	110614
109562	502822.87941	480993.9715	23.20586	SC14	TR34	U	2		317		Detrital Wood Scatter - Plan 83	Y				N	RW		N		N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				200					Y	16	12						MB	110614
109563	502820.77962	480992.18004	23.19235	SC14	TR34	S	2		317		Detrital Wood Scatter - Plan 83	N				N	RW		N		N				N	None		BSH	4	Y	TR?	0		One end / poss 1 dir. Odd striations	0	0	1	0	0	0	0		N			N		N				270					Y	17	14						MB	110614
109564	502823.89016	480993.88921	23.21461	SC14	TR34	V	2		317		Detrital Wood Scatter - Plan 83	N				N	DEB		N		N				N	None		H	4	Y	SP	0			1	0	0	0	0	0	0	U/K	N			N		N				135	35		20		N								MB	110614
109565	502823.82059	480993.95358	23.18994	SC14	TR34	V	2		317		Detrital Wood Scatter - Plan 83	N				N	RWDEB		N		N				N	Modern	Ends degraded	SH	4	Y	SP	0			1	0	0	0	0	0	0	Rad 1/4	N			N		N				90	26		18		N				40				MB	110614
109566	502823.6594	480994.22171	23.2243	SC14	TR34	V	2		317		Detrital Wood Scatter - Plan 83	Y				N	ROOT		N		N				N	Modern	Truncated by baulk	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				95					Y	34	32						MB	110614
109567	502823.83177	480993.88489	23.17606	SC14	TR34	V	2		317		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		H	3	Y	SP	0		Split fades out at both ends	1	0	0	0	0	0	0	Tan	N			N		N				150	45		9		N								MB	110315
109568	502823.7245	480994.04067	23.17448	SC14	TR34	V	2		317		Detrital Wood Scatter - Plan 83	Y				N	ROOT		N		N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				270					Y	38	32						MB	110614
109569	502823.79197	480993.96173	23.22257	SC14	TR34	V	2		317		Detrital Wood Scatter - Plan 83	N				N	DEB		N		N				N	Modern	One end broken, one end damaged	H	4	Y	SP	0			1	0	0	0	0	0	0	Rad / Tan / SQ	N			N		Y	Possible splitting debris			108	21		15		N								MB	110614
109570	502823.76573	480993.92747	23.22902	SC14	TR34	V	2		317		Detrital Wood Scatter - Plan 83	Y - C		Betula sp.	AR DEB 1	N	DEB		N		N				N	None		H	4	Y	SP TR	0		1 end / 1 dir, concave facet	1	0	1	0	0	0	0	Rad (mod)	N			N		N			C14 - bagged together as plan 80	125	36		19		N								MB	110614
109571	502809.98922	481000.05259	23.23399	SC14	TR34				317		Detrital Wood Scatter	Y				N	TIM		N		N				N	None		SH	3	Y	SP	0			1	0	0	0	0	0	0	Rad	N			N		Y	Splitting debris			745	55	32	10		N								MT	110614
109573	502812.22378	481001.22849	23.36484	SC14	TR34				317		Detrital Wood Scatter	Y				N	RW		N		N				N	None		SH	2	N		0			0	0	0	0	0	0	0		N			N		N				110					Y	20	15						MT	110614
109574	502812.29786	481001.32594	23.33923	SC14	TR34				317		Detrital Wood Scatter	Y - CC	4-5	Salix/Populus (p)	AR RW CONTROL 4-5 yrs	N	RW	side branch	N		N				N	Modern	Badly damaged	SH	3	Y	BE	0		Both ends beavered	0	0	0	1	0	0	0		N			N		N				230					Y	50	30						MT	110614
109575	502812.37545	481001.2517	23.37324	SC14	TR34				317		Detrital Wood Scatter	Y				N	RW		N		N				N	None		SH	2	N		0			0	0	0	0	0	0	0		N			N		N				160					Y	20	10						MT	110614
109576	502812.35242	481000.90179	23.34383	SC14	TR34				317		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	3	Y?	SP?	0			1	0	0	0	0	0	0	U/K	Y	Heavily	One edge	N		N				170	40	30	10		N								MT	110614
109577	502811.87373	481000.79301	23.28556	SC14	TR34				317		Detrital Wood Scatter	Y				N	TIM	Knot hole	N		N				N	Modern	Ends crushed	SH	4	Y	SP TO GS	0		'step' on one face, torn on other	1	0	0	0	0	0	1	Tan	N			N		N				540	65	20	30		N								MT	110614
109578	502812.02579	481000.97415	23.35261	SC14	TR34				317		Detrital Wood Scatter	Y				N	RW		N		N				N	Modern	Ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				378					Y	35	24						MB	110614
109579	502811.91522	481000.67989	23.33035	SC14	TR34				317		Detrital Wood Scatter	N				N	DEB		N		N				N	Modern	Ends degraded	H	3	Y	SP	0			1	0	0	0	0	0	0	Rad	N			N		N				112	42		10		N								MB	110614
109580	502812.14007	481000.57558	23.33998	SC14	TR34				317		Detrital Wood Scatter	N				N	BARK		N		N				Y	None		B	3	N		0			0	0	0	0	0	0	0		N			N		N				89	40		3		N								MB	110614
109581	502812.45365	481000.66569	23.3423	SC14	TR34				317		Detrital Wood Scatter	N				N	TIM		N		N				N	None		H	3	Y	SP	0		Lenticular	1	0	0	0	0	0	0	Tan	N			N		N				1265	104		13		N								MB	110614
109582	502812.17198	481002.19506	23.39052	SC14	TR34				317		Platform West - Plan 81	Y				N	DEB		N		N				N	None		SH	4	Y	SP	0			1	0	0	0	0	0	0	Tan	Y	Lightly	One end. Possible burnt material stuck to item	N		N				175	50	35	15		N								MT	110614
109583	502811.61677	481000.62475	23.31984	SC14	TR34				317		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		S	3	Y	SP	0		Removing knot	1	0	0	0	0	0	0	Tan	Y	Lightly	along one edge	N		N				220	100	30	15		N								MT	110614
109584	502810.47315	481000.2401	23.37363	SC14	TR34				317		Detrital Wood Scatter	Y				N	RW		N		N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				310					Y	42	22						MT	110614
109585	502811.30409	481000.22757	23.31746	SC14	TR34				317		Detrital Wood Scatter	N				N	DEB		N		N				N	None		SH	4	Y	SP	0			1	0	0	0	0	0	0	U/K	N			N		Y	Splitting debris			315	36	17	22	10	N								MT	110614
109586	502811.40834	481000.33819	23.29478	SC14	TR34				317		Detrital Wood Scatter	Y - A		Populus spp.	SA	N	ART		N		N				N	None		SH	4	Y	TR	0		1 end, slight facetting, extending along part of edge. One rounded end, one squared end	0	0	1	0	1	0	0		N			N		Y	Utilised Roundwood	roundwod with hole	Utilised? RW Has odd hole	172					Y	20	12						MT	110614
109587	502810.99194	481000.27407	23.31264	SC14	TR34				317		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	3	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Rad	N			N		Y	Splitting debris			310	60	50	20		N								MT	110614
109588	502811.52409	481000.5598	23.29225	SC14	TR34				317		Detrital Wood Scatter	N				N	TIM		N		N				N	None		SH	4	Y	SP PS	0		Parallel sided, lenticular cross section	1	0	0	0	0	0	0	Tan	Y	Lightly	Part of one face	N		N				935	100	75	17		N								MT	110614
109589	502812.24031	481000.49716	23.31603	SC14	TR34				317		Detrital Wood Scatter	Y				N	RW		N		N				N	Modern	Ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				133					Y	13	9						MB	110614
109591	502812.36201	481000.47603	23.34441	SC14	TR34				317		Detrital Wood Scatter	Y				N	RW		N		N				N	Modern	Ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				190					Y	14	11						MB	110614
109592	502812.3715	481000.44444	23.33741	SC14	TR34				317		Detrital Wood Scatter	Y				N	RW		N		N				N	Modern	Ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				141					Y	14	19						MB	110614
109593	502812.76307	481000.55117	23.31702	SC14	TR34				317		Detrital Wood Scatter	Y				N	RW		N		N				N	Modern	Ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				159					Y	10	9						MB	110614
109594	502812.56352	481000.60538	23.32938	SC14	TR34				317		Detrital Wood Scatter	Y				N	RW		N		N				N	Modern	Ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				330					Y	20	18						MB	110614
109596	502812.01521	481002.22896	23.38322	SC14	TR34				317		Platform West - Plan 81	Y				N	RW		N		N				N	Modern	Ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				160					Y	12	8						MB	110614
109598	502822.66281	480993.90898	23.2484	SC14	TR34	V	2		317		Detrital Wood Scatter - Plan 83	Y - CC	1?	Salix/Populus (p)	AR DEB 1 about 1yr	N	RW		N		N				N	Modern	Ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N			C14 - bagged together as plan 80	910					Y	21	16						MB	110614
109599	502823.07628	480993.67548	23.23836	SC14	TR34	V	2		317		Detrital Wood Scatter - Plan 83	Y - C		Salix/Populus (s)	AR RW CONTROL	N	RW		N		N				N	Modern	Ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N			C14 - bagged together as plan 80	355					Y	32	16						MB	110614
109600	502822.50398	480993.97124	23.18631	SC14	TR34	V	2		317		Detrital Wood Scatter - Plan 83	N				N	DEB		N		N				N	None		H	4	Y	SP	1	U/K		1	0	0	0	0	0	0		N			N		N				74	39		7		N								MB	110614
109901	502814.99153	480998.35357	24.58953	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	RW	1 x SB D: 20mm	N		N				N	Modern	Ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				695					Y	54	39						MB	070614
109902	502814.72249	480997.81531	24.57583	SC14	TR34	15	5		319		Detrital Wood Scatter	Y - CC	6-8	Salix/Populus (p)	AR DEB 1  6-8 yrs	N	RW		Y	Straight and even, no SB's, central pith	N				N	Modern	Ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				1110					Y	40	26						MB	070614
109903	502814.61995	480998.04155	24.54508	SC14	TR34	15	9	113270	319		Detrital Wood Scatter	Y				N	TIM - TREE	W / proximal end / root bole	N		N				N	None		BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				3610					Y	270	64						MB	070614
109904	502818.35393	480998.9209	23.24489	SC14	TR34	15	10		319		Detrital Wood Scatter	N				N	DEB		N		N				N	None		H	4	Y	SP	1	U/K		1	0	0	0	0	0	0		N			N		N				69	32		11		N								MB	090614
109905	502817.53614	480998.5837	23.26216	SC14	TR34				320		Detrital Wood Scatter - Plan 66	Y				N	TIM - TREE		N		N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				5050					Y	125	95						MT	
109906	502819.87676	480998.74443	23.23571	SC14	TR34	15	9		319		Detrital Wood Scatter - base, just above gravel	Y				N	DEB		N		N				N	Modern	Ends degraded	H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				155	32		19		N								MB	090614
109907	502819.04966	480998.64054	23.23827	SC14	TR34	15	10		319		Detrital Wood Scatter - base, just above gravel	Y				N	RW		N		N				N	Modern	Ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				280					Y	32	15						MB	090614
109908	502817.84081	480998.47368	23.24883	SC14	TR34				320		Detrital Wood Scatter - Plan 66	Y				N	TIM		N		N				N	None		SH	4	Y	SP	0		1 end fades out	1	0	0	0	0	0	0	Tan	N			N		N				710	75		20		N								MT	
109909	502806.35831	481002.7748	23.33024	SC14	TR34	H	16		312		Platform West - Brushwood under lake edge timbers	N				N	RW		N		N				N	Modern	Broken off larger item	BSH	4	Y	TR BE	0		Possibly trimmed and beavered at one end	0	0	1	1	0	0	0		N			N		N				72					Y	16	14						MB	
109910	502817.96636	480998.9611	23.24237	SC14	TR34	15	10		319		Detrital Wood Scatter	Y				N	TIM		N		N				N	None		SH	3	Y	SP	0		Split face down. Lenticular	1	0	0	0	0	0	0	Tan outer	N			N		N				1060	128		22		N								MB	110614
109911	502817.29158	480998.30109	23.24718	SC14	TR34				320		Detrital Wood Scatter - Plan 66	Y				N	DEB		N		N				N	Modern	Broken and fragmented	SH	3	Y	SP	1	Tan		1	0	0	0	0	0	0		N			N		N				190	42		7		N								MT	
109912	502817.48649	480998.28372	23.23879	SC14	TR34	15	10		319 / 320		Detrital Wood Scatter	Y				N	DEB		N		N				N	Modern	Ends degraded	H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				109	53		15		N								MB	090315
109914	502817.50158	480998.35671	23.26217	SC14	TR34				320		Detrital Wood Scatter - Plan 66	Y				N	DEB		N		N				N	None		SH	3	Y	SP	1	Tan		1	0	0	0	0	0	0		N			N		N				140	50		17		N								MT	
109915	502817.91662	480998.77608	23.26759	SC14	TR34				320		Detrital Wood Scatter - Plan 66	N				N	DEB		N		N				N	None		SH	4	Y	SP	0			1	0	0	0	0	0	0	U/K	N			N		N				285	72				N								MT	
109916	502817.80047	480998.90813	23.23758	SC14	TR34				320		Detrital Wood Scatter - Plan 66	N				N	DEB		N		N				N	None		SH	4	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Tan	N			N		N				320	32		12		N								MT	
109917	502817.86673	480999.03011	23.25177	SC14	TR34				320		Detrital Wood Scatter - Plan 66	N				N	DEB		N		N				N	Modern	Broken and fragmented	SH	4	Y	SP	0			1	0	0	0	0	0	0	U/K	N			N		N				205					N								MT	
109918	502812.20891	481004.16463	23.60734	SC14	TR34				320		Platform West	Y				N	TIMDEB		N		N				N	Modern	Very compressed	SH	2	Y	SP	0		Parallel sided	1	0	0	0	0	0	0	Tan	N			N		N				480	145		10		N								MT	100614
109919	502812.18262	481004.31262	23.62396	SC14	TR34				320		Platform West	N				N	RWDEB		N		N				N	None		SH	2	Y	SP	0		Split face up	1	0	0	0	0	0	0	Rad 1/2	N			N		N				148	24		6		N								MT	100614
109920	502811.29605	481003.84901	23.59421	SC14	TR34				320	3	Platform West	Y				N	TIM		N		N				N	None		H	2	Y	SP	0			1	0	0	0	0	0	0	U/K	N			N		N				555	103		9		N								MB	100614
109921	502811.73405	481004.13898	23.56747	SC14	TR34				320	5	Platform West	Y				N	DEB		N		N				N	None		SH	2	Y?	SP?	0		Possibly split, possibly decayed flat	1	0	0	0	0	0	0	U/K	N			N		N				425	115		10		N								MT	100614
109922	502803.48951	480999.77018	23.50674	SC14	TR34	C	13		312		Other - Over marl	Y				N	TIM - TREE FALLEN		N		N				N	Modern	At SW end, above burning, most of tree is present. But, top has rotted away, poss wet rot. Distal end has rotted away where it passes through preservation horizon.	BSH	3	N		0			0	0	0	0	0	0	0		Y	Heavily	Proximal NE end only outer H / S wood survives, the rest has burnt away	N		N				3900					Y	310	70			Charred, NE end was lifted during SC13 (mud rocked)		BBR 108901 was lying on top of tree	MB	110614
109923	502811.62615	481002.88307	23.52911	SC14	TR34				320	1	Platform West	Y				N	DEB		N		N				N	None		SH	2	Y?	SP?	0			1	0	0	0	0	0	0	U/K	N			N		N				380	125		12		N								MT	
109924	502811.14895	481002.60355	23.47011	SC14	TR34				320	1	Platform West	Y - C		Salix/Populus (p)	AR Plan Level 1	?	TIM - TREE	?roots at S end. Fallen tree?	N		N				N	Modern	Fragmented	SH	2	N		0			0	0	0	0	0	0	0		N			N		Y	Fallen tree? Poss roots at S. end			3535	270		30		N								MT	100614
109925	502813.30416	481001.22263	23.33283	SC14	TR34				317		Detrital Wood Scatter	Y				N	RW		N		N				N	Modern	Dried	SH	2	N		0			0	0	0	0	0	0	0		N			N		N				345					Y	21	10						MT	110614
109926	502813.0597	481001.47897	23.38931	SC14	TR34				317		Detrital Wood Scatter	Y				N	ROOT		N		N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				-					Y	58	28						MT	110614
109927	502812.577	481000.94034	23.36141	SC14	TR34				317		Detrital Wood Scatter	Y - C		Betula sp.	AR DEB 1	N	DEB		N		N				N	Modern	Compressed	SH	4	Y	SP	1	Rad		1	0	0	0	0	0	0		N			N		N				142	33		12		N								MT	110614
109928	502812.73317	481000.85591	23.34812	SC14	TR34				317		Detrital Wood Scatter	Y				N	RW		N		N				N	None		SH	2	N		0			0	0	0	0	0	0	0		N			N		N				230					Y	12	8						MT	110614
109929	502812.95996	481001.11101	23.41301	SC14	TR34				317		Detrital Wood Scatter	Y				Y	ROOT		N		N				N	None		SH	2	N		0			0	0	0	0	0	0	0		N			N		N				-					Y	42	28						MT	110614
109930	502813.17983	481001.64481	23.37189	SC14	TR34				317		Detrital Wood Scatter	Y				?	ROOT		N		N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				152					Y	35	25						MT	110614
109931	502812.11899	481001.79143	23.35761	SC14	TR34				317		Detrital Wood Scatter	Y				N	TIMDEB		N		N				N	None		H	3	Y	SP PS	0		Paralel sided. Split fades out at both ends	1	0	0	0	0	0	0	Tan	N			N		N				255	61		30		N								MB	110315
109932	502812.46587	481000.90346	23.32792	SC14	TR34				317		Detrital Wood Scatter	Y - C		Betula sp.	AR RW CONTROL	N	RW	side branches present	N		N				N	None		SH	3	Y	Rounded?	0		1 end rounded?	0	0	0	0	0	0	0		N			N		N				660					Y	30	20						MT	110614
109933	502812.71019	481001.04579	23.35393	SC14	TR34				317		Detrital Wood Scatter	Y				N	RW	Fork	N		N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				120					Y	15	8						MT	110614
109934	502812.94273	481000.89615	23.34721	SC14	TR34				317		Detrital Wood Scatter	Y - CC	3?	Salix/Populus (s)	AR COP around 3 yrs	N	RW		Y	curve and flair, no side branches	N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				280					Y	25	20						MT	110614
109935	502813.03815	481001.25245	23.37429	SC14	TR34				317		Detrital Wood Scatter	Y				Y	ROOT		N		N				N	None		SH	2	N		0			0	0	0	0	0	0	0		N			N		N				-					Y	14	13						MT	110614
109936	502802.4069	480999.19386	23.41493	SC14	TR34	B	13		317		Other - Over marl	N				N	TIMDEB		N		N				N	None		H	4	Y	SP? TR	0		1 end prob 1 dir.	1	0	1	0	0	0	0	U/K	N			N		N				330	72		14		N					Group with	109922		MB	110614
109937	502813.26632	481001.73412	23.41646	SC14	TR34				317		Detrital Wood Scatter	Y				N	TIM	knots present	N		N				N	None		SH	3	Y	SP PS GS	0		Parallel sided. Possible longitudinal parallel grooves. One edge chamfered, one edge feathered	1	0	0	0	0	0	0	Tan	N			N		N				1020	130		10		N								MT	110614
109938	502811.6668	481002.50822	23.45064	SC14	TR34				320	2	Platform West	Y				N	TIM - TREE		N		N				N	Modern	Compressed and distorted	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				2010	160		40	20	N								MT	
109939	502802.98514	480998.92253	23.35557	SC14	TR34	C	14		317		Other - Over marl	Y				?	RW		N		N				N	Modern	Ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				270					Y	30	15			Group with	109922		MB	100614
109940	502802.58518	480999.45179	23.40229	SC14	TR34	B	14		317		Other - Over marl	Y				N	TIM		N		N				N	Modern	Fragmented	H	3	Y	SP PS	0		Parallel sided centre, lenticular ends.	1	0	0	0	0	0	0	Rad	N			N		N				690	43		11		N					Group with	109922		MB	100614
109941	502802.51525	481000.17309	23.52731	SC14	TR34	C	15		312		Other	Y				Y	ROOT		N		N				N	Modern	Ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				1000					Y	23	19			Group with	109922		MB	100614
109942	502804.61895	480993.88471	23.49453	SC14	TR34	D	5		312		Other - Over marl	Y				N	TIM		N		N				N	None		H	3	Y	SP	0		Lenticular	1	0	0	0	0	0	0	Tan	N			N		N				685	89		9		N								MB	100614
